"grid","D","K"
"1010-1000-0001-1101",3.96770497132051e-10,31.2309761943779
"1010-1000-0001-1110",2.75017817506692e-11,35.0816839545933
"1010-1000-0001-1111",8.80629969807888e-10,30.0807450056237
"1010-1000-0010-0000",1.0147011558424e-09,29.8762979585626
"1010-1000-0010-0001",7.42834584161305e-10,30.3262399644612
"1010-1000-0010-0010",1.76813538505344e-09,29.0751241087438
"1010-1000-0010-0011",7.42548107268069e-10,30.3267964524299
"1010-1000-0010-0100",4.6208722878989e-10,31.0111157321588
"1010-1000-0010-0101",1.68161936329613e-10,32.4694297622044
"1010-1000-0010-0110",1.35217093607457e-10,32.7840034059526
"1010-1000-0010-0111",1.79907488952295e-10,32.3720257064229
"1010-1000-0010-1000",1.92512472254685e-10,32.2743290325357
"1010-1000-0010-1001",2.7816906333229e-10,31.7433189698953
"1010-1000-0010-1010",1.51832753415153e-10,32.6167979058639
"1010-1000-0010-1011",6.18217135603585e-10,30.5911673058265
"1010-1000-0010-1100",2.67569418282553e-10,31.7993677156048
"1010-1000-0010-1101",3.18562305278585e-10,31.547705382591
"1010-1000-0010-1110",3.9533811266587e-11,34.5581219985363
"1010-1000-0010-1111",1.80193965845531e-10,32.3697302484352
"1010-1000-0011-0000",1.55155885376692e-09,29.2636344317395
"1010-1000-0011-0001",1.64351793649572e-09,29.1805656526625
"1010-1000-0011-0010",2.48003046474524e-09,28.5869950111697
"1010-1000-0011-0011",3.09051272423145e-09,28.2695066490789
"1010-1000-0011-0100",1.62002683125036e-09,29.2013351464373
"1010-1000-0011-0101",2.72439525467567e-10,31.7733449244539
"1010-1000-0011-0110",6.12774074632099e-10,30.6039256881494
"1010-1000-0011-0111",1.35904638151224e-08,26.1328300658811
"1010-1000-0011-1000",3.98202881598231e-11,34.547705382591
"1010-1000-0011-1001",1.08746628672438e-09,29.7763821782934
"1010-1000-0011-1010",3.81014268004063e-11,34.6113640198133
"1010-1000-0011-1011",1.72688271242744e-09,29.1091827537167
"1010-1000-0011-1100",8.25053452520077e-11,33.4967214538722
"1010-1000-0011-1101",2.6183988041783e-10,31.8305961002564
"1010-1000-0011-1110",3.43772271883365e-11,34.759755859706
"1010-1000-0011-1111",2.30327422161855e-09,28.6936666692482
"1010-1000-0100-0000",1.16395561721843e-09,29.6783168060834
"1010-1000-0100-0001",4.4060146179718e-10,31.0798066673527
"1010-1000-0100-0010",7.21348817168595e-10,30.3685838875955
"1010-1000-0100-0011",6.74366606677868e-10,30.465747850276
"1010-1000-0100-0100",9.29617518551267e-10,30.002643692428
"1010-1000-0100-0101",2.37489344492758e-10,31.9714181638187
"1010-1000-0100-0110",4.20261602377414e-10,31.1479932996411
"1010-1000-0100-0111",2.60407495951649e-10,31.8385099711204
"1010-1000-0100-1000",3.89895051694384e-10,31.2561951038105
"1010-1000-0100-1001",2.42359451677773e-10,31.9421326021945
"1010-1000-0100-1010",1.24330971664484e-10,32.90509522287
"1010-1000-0100-1011",2.98508922752056e-10,31.641506893036
"1010-1000-0100-1100",1.00553389525884e-10,33.2113192350099
"1010-1000-0100-1101",2.05976886236783e-10,32.1767984948752
"1010-1000-0100-1110",7.30516077752151e-11,33.6722930184556
"1010-1000-0100-1111",1.66729551863432e-10,32.4817711124062
"1010-1000-0101-0000",1.32610153879008e-09,29.4901616080226
"1010-1000-0101-0001",8.2849117523891e-10,30.1687946183634
"1010-1000-0101-0010",2.4138543024077e-09,28.6260142547522
"1010-1000-0101-0011",2.08125462936054e-09,28.8398993727943
"1010-1000-0101-0100",1.19374921411499e-09,29.6418530706119
"1010-1000-0101-0101",9.9693958846176e-10,29.9017748645784
"1010-1000-0101-0110",2.01479199012976e-09,28.8867219533466
"1010-1000-0101-0111",8.57138864562524e-10,30.1197519954268
"1010-1000-0101-1000",1.34644139820985e-10,32.7901295087495
"1010-1000-0101-1001",5.15085454038576e-10,30.8544691498
"1010-1000-0101-1010",2.08841655169144e-10,32.1568714509875
"1010-1000-0101-1011",1.10952500750356e-09,29.7474106692861
"1010-1000-0101-1100",9.19590827288002e-11,33.3402169681922
"1010-1000-0101-1101",3.89035621014675e-10,31.2593786910698
"1010-1000-0101-1110",7.30516077752151e-11,33.6722930184556
"1010-1000-0101-1111",6.45432440461018e-10,30.5290148570791
"1010-1000-0110-0000",4.58649506071057e-10,31.0218888627982
"1010-1000-0110-0001",5.55765172878107e-10,30.74480551824
"1010-1000-0110-0010",1.12642714420449e-09,29.7255988489739
"1010-1000-0110-0011",5.74386170938456e-10,30.6972599339722
"1010-1000-0110-0100",6.71215360852271e-10,30.4725052164513
"1010-1000-0110-0101",1.21752679625359e-10,32.9353274242894
"1010-1000-0110-0110",8.77192247089054e-10,30.0863878878147
"1010-1000-0110-0111",2.6183988041783e-10,31.8305961002564
"1010-1000-0110-1000",1.26622786810373e-10,32.8787438959231
"1010-1000-0110-1001",1.77902150699642e-10,32.388196997094
"1010-1000-0110-1010",6.76085468037285e-11,33.7840034059526
"1010-1000-0110-1011",2.40067636531883e-10,31.9558400216151
"1010-1000-0110-1100",1.39227770112763e-10,32.7418339517087
"1010-1000-0110-1101",1.66443074970196e-10,32.48425210191
"1010-1000-0110-1110",3.3231319615392e-11,34.8086654601869
"1010-1000-0110-1111",1.28914601956262e-10,32.8528652640974
"1010-1000-0111-0000",7.77211811349642e-10,30.2609731230326
"1010-1000-0111-0001",8.26199360093021e-10,30.1727910060737
"1010-1000-0111-0010",1.22869939508980e-09,29.6002208546789
"1010-1000-0111-0011",2.70176358011002e-09,28.4634514179332
"1010-1000-0111-0100",2.8301052282798e-09,28.396497157998
"1010-1000-0111-0101",1.77615673806405e-10,32.3905220500402
"1010-1000-0111-0110",2.88682765314056e-09,28.3678678743588
"1010-1000-0111-0111",1.88931511089233e-09,28.9794895111756
"1010-1000-0111-1000",4.81281180636711e-11,34.2743290325357
"1010-1000-0111-1001",2.92779384887333e-10,31.6694669743769
"1010-1000-0111-1010",8.70889755437859e-11,33.4187189418709
"1010-1000-0111-1011",1.07915845682053e-09,29.7874461373671
"1010-1000-0111-1100",9.31049903017448e-11,33.3223505473987
"1010-1000-0111-1101",3.05670845082959e-10,31.6073019944901
"1010-1000-0111-1110",6.67491161240201e-11,33.8024603106602
"1010-1000-0111-1111",1.47793429220523e-09,29.3337707241618
"1010-1000-1000-0000",7.81508964748184e-10,30.2530185262903
"1010-1000-1000-0001",1.73318520407863e-10,32.4258551231525
"1010-1000-1000-0010",2.04830978663839e-10,32.1848470236487
"1010-1000-1000-0011",2.73298956147275e-10,31.768800999309
"1010-1000-1000-0100",5.72094355792567e-10,30.7030278378705
"1010-1000-1000-0101",1.0456406603119e-10,33.1548938015471
"1010-1000-1000-0110",9.51103285543977e-11,33.2916070239676
"1010-1000-1000-0111",1.03704635351482e-10,33.1668005682313
"1010-1000-1000-1000",9.19590827288002e-10,30.0182888733048
"1010-1000-1000-1001",6.49156640073088e-10,30.520714309494
"1010-1000-1000-1010",2.2918151458891e-10,32.0227902655398
"1010-1000-1000-1011",3.58955547224881e-10,31.3754757559926
"1010-1000-1000-1100",4.81567657529948e-10,30.9515424460783
"1010-1000-1000-1101",1.08975810187027e-09,29.7733449244539
"1010-1000-1000-1110",2.78742017118762e-10,31.7403504605334
"1010-1000-1000-1111",3.05097891296487e-10,31.6100087402013
"1010-1000-1001-0000",1.00553389525884e-10,33.2113192350099
"1010-1000-1001-0001",3.80441314217591e-10,31.2916070239676
"1010-1000-1001-0010",3.08822090908556e-10,31.592504992562
"1010-1000-1001-0011",1.70310513028884e-09,29.1291853606815
"1010-1000-1001-0100",2.59834542165177e-10,31.841687714786
"1010-1000-1001-0101",9.42508978746893e-11,33.3047026815792
"1010-1000-1001-0110",3.48069425281907e-10,31.4199058568213
"1010-1000-1001-0111",6.74653083571104e-10,30.4651351108143
"1010-1000-1001-1000",1.03991112244718e-10,33.1628207173187
"1010-1000-1001-1001",1.13845917372041e-09,29.7102702980648
"1010-1000-1001-1010",2.02825640411186e-10,32.1990409052315
"1010-1000-1001-1011",5.10358585300179e-09,27.5458415922938
"1010-1000-1001-1100",1.22039156518595e-10,32.9319368350886
"1010-1000-1001-1101",9.38211825348351e-10,29.9893672640023
"1010-1000-1001-1110",1.64151259824307e-10,32.5042551265576
"1010-1000-1001-1111",1.03475453836893e-09,29.8480642778336
"1010-1000-1010-0000",2.62412834204302e-10,31.8274426672175
"1010-1000-1010-0001",8.62295448640775e-11,33.4330267785548
"1010-1000-1010-0010",3.82160175577008e-10,31.2851035041299
"1010-1000-1010-0011",1.51259799628681e-10,32.622252335956
"1010-1000-1010-0100",2.13425285460923e-10,32.125549839965
"1010-1000-1010-0101",1.27482217490081e-10,32.8689849294607
"1010-1000-1010-0110",6.22514289002127e-10,30.5811739961332
"1010-1000-1010-0111",7.53434229211042e-11,33.6277274660222
"1010-1000-1010-1000",2.30900375948327e-10,32.0120104267865
"1010-1000-1010-1001",2.19441300218882e-10,32.0854458733895
"1010-1000-1010-1010",3.85597898295841e-10,31.2721837607042
"1010-1000-1010-1011",4.03645942569718e-10,31.2061905590048
"1010-1000-1010-1100",2.33765144880688e-10,31.994221113343
"1010-1000-1010-1101",5.24539191515368e-10,30.8282303795171
"1010-1000-1010-1110",2.04544501770602e-10,32.1868661912854
"1010-1000-1010-1111",2.94211769353514e-10,31.6624259889963
"1010-1000-1011-0000",1.45530261763958e-10,32.6779617685423
"1010-1000-1011-0001",1.38654816326291e-10,32.7477832180399
"1010-1000-1011-0010",3.25724227609489e-10,31.5156299164222
"1010-1000-1011-0011",1.13702678925423e-09,29.7120866083147
"1010-1000-1011-0100",2.34624575560397e-10,31.9889268136735
"1010-1000-1011-0101",8.05000069993547e-11,33.5322201350936
"1010-1000-1011-0110",8.26485836986257e-10,30.1722908517816
"1010-1000-1011-0111",8.67738509612261e-10,30.1020205925191
"1010-1000-1011-1000",5.58629941810469e-11,34.0593161415649
"1010-1000-1011-1001",4.60941321216946e-10,31.014697844591
"1010-1000-1011-1010",1.56989337493404e-10,32.568614372354
"1010-1000-1011-1011",1.38167805607789e-09,29.4309313605526
"1010-1000-1011-1100",1.19747341372706e-10,32.9592873232336
"1010-1000-1011-1101",3.85311421402605e-10,31.2732559978705
"1010-1000-1011-1110",1.75323858660516e-10,32.4092586126218
"1010-1000-1011-1111",1.02988443118392e-09,29.8548703999878
"1010-1000-1100-0000",2.26889699443021e-10,32.0372898352349
"1010-1000-1100-0001",1.53265137881334e-10,32.603251374026
"1010-1000-1100-0010",6.61761623375478e-11,33.8148974138984
"1010-1000-1100-0011",1.45816738657194e-10,32.6751246092388
"1010-1000-1100-0100",3.74998253246104e-10,31.3123970733692
"1010-1000-1100-0101",9.33914671949809e-11,33.3179183010834
"1010-1000-1100-0110",9.568328234087e-11,33.2829421628404
"1010-1000-1100-0111",8.16459145722993e-11,33.5118283462624
"1010-1000-1100-1000",3.37183303338934e-10,31.465747850276
"1010-1000-1100-1001",1.9136656468174e-10,32.2829421628404
"1010-1000-1100-1010",4.18256264124761e-11,34.4768218964345
"1010-1000-1100-1011",1.2089324894565e-10,32.9455472666073
"1010-1000-1100-1100",6.33686887838337e-10,30.5555107850798
"1010-1000-1100-1101",9.99231403607648e-10,29.8984621305376
"1010-1000-1100-1110",1.02214955506654e-09,29.8657465553942
"1010-1000-1100-1111",5.6665129482108e-10,30.7168197445554
"1010-1000-1101-0000",1.68734890116085e-10,32.464522631484
"1010-1000-1101-0001",2.68428848962261e-10,31.7947412176553
"1010-1000-1101-0010",1.43238446618069e-10,32.7008621706524
"1010-1000-1101-0011",4.6065484432371e-10,31.0155947641356
"1010-1000-1101-0100",1.97955533226171e-10,32.2341045549262
"1010-1000-1101-0101",1.4094663147218e-10,32.7241319499752
"1010-1000-1101-0110",2.36343436919814e-10,31.9783961461813
"1010-1000-1101-0111",3.88176190334967e-10,31.2625693190733
"1010-1000-1101-1000",6.33113934051864e-11,33.8787438959231
"1010-1000-1101-1001",5.42014282002773e-10,30.7809500819751
"1010-1000-1101-1010",2.05976886236783e-10,32.1767984948752
"1010-1000-1101-1011",6.6978297638609e-10,30.4755872407828
"1010-1000-1101-1100",2.4923489711544e-10,31.9017748645784
"1010-1000-1101-1101",2.05375284760987e-09,28.8590902784556
"1010-1000-1101-1110",4.1682387965858e-10,31.1598430175188
"1010-1000-1101-1111",1.8970499870097e-09,28.9735951599175
"1010-1000-1110-0000",1.35217093607457e-10,32.7840034059526
"1010-1000-1110-0001",9.08131751558557e-11,33.3583074251751
"1010-1000-1110-0010",8.76619293302582e-11,33.4092586126218
"1010-1000-1110-0011",1.58421721959584e-10,32.5555107850798
"1010-1000-1110-0100",1.75896812446989e-10,32.4045516099443
"1010-1000-1110-0101",3.3231319615392e-11,34.8086654601869
"1010-1000-1110-0110",1.29487555742734e-10,32.8464674928993
"1010-1000-1110-0111",5.70089017539914e-11,34.0300218347708
"1010-1000-1110-1000",1.06855881177079e-10,33.1236146350592
"1010-1000-1110-1001",1.05423496710899e-10,33.1430844992575
"1010-1000-1110-1010",5.90142400066444e-11,33.9801459281313
"1010-1000-1110-1011",1.90793610895268e-10,32.2872680882432
"1010-1000-1110-1100",3.80727791110827e-10,31.2905210660383
"1010-1000-1110-1101",3.52366578680449e-10,31.4022038550879
"1010-1000-1110-1110",5.55478695984871e-10,30.7455493672077
"1010-1000-1110-1111",3.72992914993451e-10,31.3201327221488
"1010-1000-1111-0000",1.64437736717543e-10,32.5017395286388
"1010-1000-1111-0001",9.28185134085086e-11,33.3267964524299
"1010-1000-1111-0010",2.24597884297132e-10,32.0519366111993
"1010-1000-1111-0011",9.88345281664675e-10,29.9142658087616
"1010-1000-1111-0100",1.12585419041802e-10,33.0482609530559
"1010-1000-1111-0101",1.0313168156501e-10,33.1747933589848
"1010-1000-1111-0110",4.25991140242137e-10,31.1284575232621
"1010-1000-1111-0111",1.18372252285172e-09,29.6540219164494
"1010-1000-1111-1000",6.18790089390058e-11,33.911758953151
"1010-1000-1111-1001",2.60407495951649e-10,31.8385099711204
"1010-1000-1111-1010",1.69594320795794e-10,32.4571930896855
"1010-1000-1111-1011",7.14759848624164e-10,30.3818223550899
"1010-1000-1111-1100",2.03112117304422e-10,32.197004638075
"1010-1000-1111-1101",1.46704817026226e-09,29.3444366115656
"1010-1000-1111-1110",3.81014268004063e-10,31.2894359249259
"1010-1000-1111-1111",1.21895918071977e-09,29.6117030387412
"1010-1001-0000-0000",2.14342011519278e-09,28.7974382047637
"1010-1001-0000-0001",6.96998281243523e-10,30.4181258503761
"1010-1001-0000-0010",1.14676700362426e-09,29.6997805549269
"1010-1001-0000-0011",4.44612138302486e-09,27.74480551824
"1010-1001-0000-0100",8.47398650192496e-10,30.1362401182154
"1010-1001-0000-0101",1.96523148759991e-10,32.2445816891417
"1010-1001-0000-0110",4.95375843783929e-09,27.5888293344186
"1010-1001-0000-0111",1.22898587198303e-10,32.9218126178149
"1010-1001-0000-1000",2.1285233167445e-10,32.1294280547759
"1010-1001-0000-1001",5.51754496372801e-10,30.755254467471
"1010-1001-0000-1010",1.60713537105473e-10,32.5347894947057
"1010-1001-0000-1011",7.39110384549236e-11,33.6554191998912
"1010-1001-0000-1100",9.72016098750215e-10,29.9383007406035
"1010-1001-0000-1101",1.18314956906525e-10,32.976648483895
"1010-1001-0000-1110",4.61227798110182e-11,34.3357295771999
"1010-1001-0000-1111",2.24311407403896e-10,32.0537779580234
"1010-1001-0001-0000",1.68620299358791e-09,29.1435746283741
"1010-1001-0001-0001",6.8611215930055e-10,30.4408365146909
"1010-1001-0001-0010",5.23393283942424e-10,30.831385536687
"1010-1001-0001-0011",2.39036319716233e-09,28.6401230127947
"1010-1001-0001-0100",1.35790047393929e-10,32.7779032064162
"1010-1001-0001-0101",9.42508978746893e-11,33.3047026815792
"1010-1001-0001-0110",1.57848768173112e-10,32.5607379467433
"1010-1001-0001-0111",1.79592364369735e-09,29.0526268408788
"1010-1001-0001-1000",3.00800737897945e-11,34.9524009376484
"1010-1001-0001-1001",3.72706438100215e-10,31.3212412085967
"1010-1001-0001-1010",2.83612124303776e-11,35.0372898352349
"1010-1001-0001-1011",1.82399837923449e-09,29.0302484064306
"1010-1001-0001-1100",6.99003619496176e-11,33.7359091177516
"1010-1001-0001-1101",1.13731326614747e-10,33.0336512581715
"1010-1001-0001-1110",1.60427060212237e-11,35.8592915332569
"1010-1001-0001-1111",6.36838133663934e-10,30.5483542222875
"1010-1001-0010-0000",2.21675819986123e-09,28.7489014418713
"1010-1001-0010-0001",9.16439581462405e-10,30.0232411781988
"1010-1001-0010-0010",1.67101971824639e-09,29.1566240965007
"1010-1001-0010-0011",4.6271747795501e-09,27.687221259983
"1010-1001-0010-0100",5.73813217151984e-10,30.6986997495018
"1010-1001-0010-0101",3.58096116545172e-10,31.378934075765
"1010-1001-0010-0110",4.03072988783246e-10,31.208239842078
"1010-1001-0010-0111",1.38941293219527e-10,32.74480551824
"1010-1001-0010-1000",1.17455526226816e-10,32.987166355809
"1010-1001-0010-1001",4.42606800049833e-10,31.0732553325227
"1010-1001-0010-1010",9.82615743799953e-11,33.2445816891417
"1010-1001-0010-1011",2.18868346432409e-10,32.0892176272787
"1010-1001-0010-1100",3.87603236548494e-10,31.2647003313379
"1010-1001-0010-1101",2.32332760414508e-10,32.0030883510972
"1010-1001-0010-1110",2.75017817506692e-11,35.0816839545933
"1010-1001-0010-1111",1.85350549923781e-10,32.329024553322
"1010-1001-0011-0000",9.10423566704446e-10,30.032743045966
"1010-1001-0011-0001",7.31661985325096e-10,30.3481036456118
"1010-1001-0011-0010",8.31355944171272e-10,30.1638146512477
"1010-1001-0011-0011",3.30508391726532e-09,28.1726659512441
"1010-1001-0011-0100",1.72172612834919e-10,32.4354252746033
"1010-1001-0011-0101",8.68024986505497e-11,33.4234724718415
"1010-1001-0011-0110",2.7960144779847e-10,31.7359091177516
"1010-1001-0011-0111",5.65877807209343e-09,27.3968622955669
"1010-1001-0011-1000",3.03665506830306e-11,34.9387260007513
"1010-1001-0011-1001",2.75017817506692e-10,31.759755859706
"1010-1001-0011-1010",4.46903953448375e-11,34.3812442364522
"1010-1001-0011-1011",1.37881328714553e-09,29.4339257473496
"1010-1001-0011-1100",9.31049903017448e-11,33.3223505473987
"1010-1001-0011-1101",1.36076524287165e-10,32.7748627520962
"1010-1001-0011-1110",2.09128132062381e-11,35.4768218964345
"1010-1001-0011-1111",2.56626000960932e-09,28.5376855044588
"1010-1001-0100-0000",1.63406419901893e-09,29.1888881888706
"1010-1001-0100-0001",3.22859458677127e-10,31.5283746551423
"1010-1001-0100-0010",1.08632037915143e-09,29.7779032064162
"1010-1001-0100-0011",8.77192247089054e-10,30.0863878878147
"1010-1001-0100-0100",1.45415671006664e-09,29.3571701014734
"1010-1001-0100-0101",1.82772257884656e-10,32.3492338415496
"1010-1001-0100-0110",5.14054137222926e-09,27.5354325502282
"1010-1001-0100-0111",1.40660154578944e-10,32.7270672409998
"1010-1001-0100-1000",1.71599659048447e-10,32.4402342625257
"1010-1001-0100-1001",3.18848782171821e-10,31.5464085779725
"1010-1001-0100-1010",1.35790047393929e-10,32.7779032064162
"1010-1001-0100-1011",1.82199304098184e-10,32.3537635000301
"1010-1001-0100-1100",3.07962660228848e-10,31.5965255108377
"1010-1001-0100-1101",9.45373747679255e-11,33.3003242410687
"1010-1001-0100-1110",1.3206584778186e-10,32.8180235148851
"1010-1001-0100-1111",6.21654858322419e-11,33.90509522287
"1010-1001-0101-0000",3.76430637712285e-10,31.3068968949922
"1010-1001-0101-0001",2.53532050513982e-10,31.8771128103441
"1010-1001-0101-0010",5.73813217151984e-10,30.6986997495018
"1010-1001-0101-0011",1.54382397764955e-09,29.2708445839247
"1010-1001-0101-0100",2.48375466435731e-10,31.9067582720926
"1010-1001-0101-0101",2.35484006240105e-10,31.9836518716328
"1010-1001-0101-0110",2.84185078090249e-10,31.7124501449276
"1010-1001-0101-0111",1.94517810507338e-09,28.9374505961824
"1010-1001-0101-1000",4.35444877718929e-11,34.4187189418709
"1010-1001-0101-1001",2.36343436919814e-10,31.9783961461813
"1010-1001-0101-1010",7.10462695225622e-11,33.7124501449276
"1010-1001-0101-1011",1.64466384406867e-09,29.1795601150432
"1010-1001-0101-1100",4.21121033057123e-11,34.4669741104781
"1010-1001-0101-1101",1.74464427980808e-10,32.4163480374081
"1010-1001-0101-1110",3.63825654409895e-11,34.6779617685423
"1010-1001-0101-1111",1.21981861139947e-09,29.6106862208622
"1010-1001-0110-0000",1.00811218729797e-09,29.8856966565648
"1010-1001-0110-0001",8.29637082811855e-10,30.1668005682313
"1010-1001-0110-0010",7.1132212590533e-10,30.3887779091376
"1010-1001-0110-0011",1.16567447857784e-09,29.6761878902408
"1010-1001-0110-0100",8.07578362032672e-10,30.2056786927441
"1010-1001-0110-0101",3.25437750716253e-10,31.5168993358098
"1010-1001-0110-0110",8.06145977566492e-10,30.208239842078
"1010-1001-0110-0111",1.69307843902557e-10,32.4596321351369
"1010-1001-0110-1000",1.94231333614101e-10,32.2615049921781
"1010-1001-0110-1001",2.28895037695674e-10,32.0245947623865
"1010-1001-0110-1010",3.3231319615392e-11,34.8086654601869
"1010-1001-0110-1011",3.26583658289197e-10,31.5118283462624
"1010-1001-0110-1100",7.75206473096989e-10,30.2647003313379
"1010-1001-0110-1101",2.15430623713576e-10,32.1120576036368
"1010-1001-0110-1110",2.92206431100861e-11,34.994221113343
"1010-1001-0110-1111",9.33914671949809e-11,33.3179183010834
"1010-1001-0111-0000",3.3746978023217e-10,31.464522631484
"1010-1001-0111-0001",5.07064101027964e-10,30.8771128103441
"1010-1001-0111-0010",3.14494333394632e-09,28.2443188313399
"1010-1001-0111-0011",1.32610153879008e-09,29.4901616080226
"1010-1001-0111-0100",2.35197529346869e-10,31.9854080435367
"1010-1001-0111-0101",1.21752679625359e-10,32.9353274242894
"1010-1001-0111-0110",5.6665129482108e-10,30.7168197445554
"1010-1001-0111-0111",4.65696837644666e-09,27.6779617685423
"1010-1001-0111-1000",5.36857697924522e-10,30.7947412176553
"1010-1001-0111-1001",2.13998239247395e-10,32.1216820225252
"1010-1001-0111-1010",5.43160189575717e-10,30.7779032064162
"1010-1001-0111-1011",9.21882642433891e-10,30.014697844591
"1010-1001-0111-1100",7.56298998143404e-11,33.622252335956
"1010-1001-0111-1101",1.0828826564326e-10,33.1044040310934
"1010-1001-0111-1110",5.09928869960325e-11,34.1909130243481
"1010-1001-0111-1111",2.12422616334596e-09,28.8104154779725
"1010-1001-1000-0000",4.153914951924e-10,31.1648092704122
"1010-1001-1000-0001",5.8154809326936e-11,34.0013105381293
"1010-1001-1000-0010",1.81626350311711e-10,32.3583074251751
"1010-1001-1000-0011",1.22898587198303e-10,32.9218126178149
"1010-1001-1000-0100",2.01393255945005e-10,32.2092655762419
"1010-1001-1000-0101",3.29448427221558e-11,34.8211564043701
"1010-1001-1000-0110",3.03092553043834e-10,31.6195225432005
"1010-1001-1000-0111",6.30249165119503e-11,33.8852867417898
"1010-1001-1000-1000",3.89035621014675e-10,31.2593786910698
"1010-1001-1000-1001",3.44058748776601e-10,31.4366260196089
"1010-1001-1000-1010",2.02825640411186e-10,32.1990409052315
"1010-1001-1000-1011",2.24311407403896e-10,32.0537779580234
"1010-1001-1000-1100",1.08173674885966e-09,29.7840034059526
"1010-1001-1000-1101",3.19135259065057e-10,31.5451129379745
"1010-1001-1000-1110",1.35503570500693e-10,32.7809500819751
"1010-1001-1000-1111",1.07142358070316e-10,33.1197519954268
"1010-1001-1001-0000",5.18523176757409e-11,34.1668005682313
"1010-1001-1001-0001",1.34930616714221e-10,32.7870632057017
"1010-1001-1001-0010",2.01393255945005e-10,32.2092655762419
"1010-1001-1001-0011",1.317507231993e-09,29.4995419729346
"1010-1001-1001-0100",7.59163767075765e-11,33.6167979058639
"1010-1001-1001-0101",2.97935968965583e-11,34.9662067371734
"1010-1001-1001-0110",7.96405763196463e-11,33.547705382591
"1010-1001-1001-0111",9.11282997384154e-10,30.031381798775
"1010-1001-1001-1000",6.6462639230784e-11,33.8086654601869
"1010-1001-1001-1001",2.38921728958939e-10,31.9627428818698
"1010-1001-1001-1010",3.89608574801147e-11,34.5791836140641
"1010-1001-1001-1011",1.74493075670132e-09,29.0941830662308
"1010-1001-1001-1100",6.90409312699092e-11,33.7537571190845
"1010-1001-1001-1101",3.78435975964938e-10,31.2992317040677
"1010-1001-1001-1110",4.29715339854207e-11,34.4378277648186
"1010-1001-1001-1111",4.62660182576362e-10,31.0093280057332
"1010-1001-1010-0000",3.15124582559752e-10,31.5633586469025
"1010-1001-1010-0001",1.53265137881334e-10,32.603251374026
"1010-1001-1010-0010",4.7469221209228e-10,30.972288568093
"1010-1001-1010-0011",1.83345211671128e-10,32.3447183604271
"1010-1001-1010-0100",6.50589024539269e-10,30.5175344646076
"1010-1001-1010-0101",3.82160175577008e-10,31.2851035041299
"1010-1001-1010-0110",2.02252686624713e-10,32.2031220820433
"1010-1001-1010-0111",1.36649478073638e-10,32.768800999309
"1010-1001-1010-1000",2.8704984702261e-10,31.6979796621193
"1010-1001-1010-1001",2.66423510709608e-10,31.8055595493191
"1010-1001-1010-1010",3.26297181395961e-10,31.5130944236064
"1010-1001-1010-1011",3.00514261004709e-10,31.6318474927372
"1010-1001-1010-1100",3.94192205092926e-10,31.2403817006124
"1010-1001-1010-1101",4.15964448978872e-10,31.1628207173187
"1010-1001-1010-1110",1.1716904933358e-10,32.9906894223727
"1010-1001-1010-1111",1.97669056332935e-10,32.236193903649
"1010-1001-1011-0000",6.67491161240201e-11,33.8024603106602
"1010-1001-1011-0001",7.33380846684513e-11,33.6666464553145
"1010-1001-1011-0010",5.86418200454374e-10,30.6673510682911
"1010-1001-1011-0011",1.08947162497703e-09,29.7737242316839
"1010-1001-1011-0100",1.05709973604135e-10,33.1391694492541
"1010-1001-1011-0101",5.29982252486855e-11,34.1352649947982
"1010-1001-1011-0110",1.77042720019933e-10,32.3951834274101
"1010-1001-1011-0111",2.52242904494419e-09,28.5625391665959
"1010-1001-1011-1000",4.64092567042543e-11,34.3267964524299
"1010-1001-1011-1001",1.40660154578944e-10,32.7270672409998
"1010-1001-1011-1010",3.55231347612811e-11,34.7124501449276
"1010-1001-1011-1011",1.27253035975492e-09,29.5496527777675
"1010-1001-1011-1100",2.17722438859465e-10,32.0967908469835
"1010-1001-1011-1101",1.64437736717543e-10,32.5017395286388
"1010-1001-1011-1110",4.9846979423088e-11,34.2237029594658
"1010-1001-1011-1111",1.54153216250366e-09,29.2729878638597
"1010-1001-1100-0000",2.40640590318356e-10,31.9524009376484
"1010-1001-1100-0001",4.92740256366157e-11,34.2403817006124
"1010-1001-1100-0010",9.85480512732314e-11,33.2403817006124
"1010-1001-1100-0011",1.40660154578944e-10,32.7270672409998
"1010-1001-1100-0100",2.54964434980163e-10,31.8689849294607
"1010-1001-1100-0101",5.27117483554494e-11,34.1430844992575
"1010-1001-1100-0110",3.96197543345579e-10,31.233061014164
"1010-1001-1100-0111",3.49501809748088e-11,34.7359091177516
"1010-1001-1100-1000",2.01966209731477e-10,32.2051670080283
"1010-1001-1100-1001",3.67549854021965e-10,31.3413410002248
"1010-1001-1100-1010",9.16726058355641e-11,33.3447183604271
"1010-1001-1100-1011",6.21654858322419e-11,33.90509522287
"1010-1001-1100-1100",4.77556981024642e-10,30.9636080663281
"1010-1001-1100-1101",4.79275842384058e-10,30.9584247252761
"1010-1001-1100-1110",3.85024944509369e-10,31.2743290325357
"1010-1001-1100-1111",3.91327436160564e-10,31.2509046870244
"1010-1001-1101-0000",4.64092567042543e-11,34.3267964524299
"1010-1001-1101-0001",7.19057002022706e-11,33.6951029013637
"1010-1001-1101-0010",8.33647759317161e-11,33.4817711124062
